tweet_id,sentiment
1216743601339863040,negative
1214239077706477568,mixed
1212922574994313216,positive
1212380165998858240,neutral
1216268365456728064,negative
1217331359082897408,mixed
1201506014106988544,neutral
1216491616237707264,neutral
1203856159708499968,mixed
1213138750697541632,neutral
1201367895512666118,positive
1216055770841829377,negative
1215947667509071873,negative
1212280385951809536,neutral
1213741909988052992,negative
1213034404546826240,neutral
1202329730537705472,negative
1212201243214536704,positive
1212164113943683072,negative
1212357595102621696,neutral
1201109256302473216,neutral
1201248964869267456,negative
1212297795438297088,neutral
1200938943509880832,neutral
1201134048934019072,negative
1212496969874190337,neutral
1201520220021624833,negative
1212532108226367488,neutral
1214688255242883073,neutral
1217475842252537858,positive
1212712933647626241,neutral
1214982104095834112,neutral
1212162392848764928,negative
1212821367806148608,mixed
1212233235322884097,neutral
1214942284808179712,positive
1212203103774289926,positive
1216019395073511425,neutral
1214162995292626944,negative
1214189045384957952,negative
1212823721112723467,mixed
1213726712661512192,neutral
1213892160392761344,neutral
1213926197995941889,negative
1214756582053036034,negative
1216371742148399105,mixed
1214030273295323138,neutral
1213198250506801152,neutral
1214163766448971776,positive
1212986114673381377,neutral
1213757372386205698,neutral
1208136640432136192,mixed
1212994497384210438,neutral
1212719959215943680,mixed
1212749534826303488,neutral
1213745722249678848,negative
1212771248222228480,mixed
1214177772207247363,neutral
1214030932765745153,positive
1212461248803201026,neutral
1213126250946027520,neutral
1213172566946271232,neutral
1214077271356502016,positive
1212730330806980609,mixed
1214173163032076288,neutral
1201247965089845249,negative
1212733002821832709,neutral
1201524846343184384,neutral
1201093046462558208,neutral
1212439687673131012,mixed
1212363267865284614,negative
1200955987978530817,negative
1201112383877500928,negative
1212290115403427840,neutral
1214170386453204994,negative
1201453246331654144,positive
1214159113644650496,neutral
1201156768530944000,positive
1213014539035435014,positive
1212710586921959425,neutral
1217334159288471554,positive
1212763562764066818,neutral
1208625555630907397,positive
1213267110861983744,negative
1212982120316121090,positive
1207933404957814785,neutral
1212993454046957568,negative
1212791988745113600,neutral
1213821098770468866,negative
1214036439186448386,negative
1212337718233092096,neutral
1201046792277839872,neutral
1214152954921521152,neutral
1214181785271197696,positive
1201170653539438594,neutral
1201377737291812865,neutral
1213011340199153664,neutral
1213288058814128128,negative
1214230487482458112,positive
1213813566320578560,mixed
1222951121624403973,positive
1213124241480192000,neutral
1201299804330090497,positive
1212305209365544961,neutral
1212398159340744704,negative
1213009200604991488,negative
1213096088107933698,negative
1216719021615276034,negative
1213913801625608194,neutral
1214235562820931585,positive
1212298943985569792,negative
1217397559607615488,positive
1213133292540743680,negative
1212430560154542081,neutral
1212794549409439744,positive
1201186387468398593,neutral
1217380669552283648,mixed
1214925870990843904,mixed
1213103513917636612,negative
1214217188036562946,neutral
1213243156696834050,mixed
1215390631314493441,neutral
1201510486644277248,neutral
1216098430520569856,neutral
1212821850889367552,neutral
1213918726187294724,positive
1216341025523826688,positive
1222890877636489216,positive
1222655465064001536,mixed
1212201080983044097,mixed
1213857960302202880,neutral
1212512614363860994,neutral
1201406294894219264,neutral
1214680893400461320,mixed
1212810901453262849,negative
1213100092602961921,neutral
1201258335418216448,negative
1214027695589412864,neutral
1201499542715281415,positive
1215333635555053568,mixed
1207811768841580544,neutral
1212218674351943680,mixed
1213976203708776454,neutral
1212461681487613953,neutral
1201295484251340800,mixed
1213254576998105090,neutral
1213157704266596353,negative
1214841517451427840,neutral
1213044554284306432,negative
1216460158987128834,mixed
1213005794368770048,negative
1212808626659897344,negative
1212301062419431424,neutral
1201238168617574400,negative
1213010690224656384,neutral
1212343705757241349,neutral
1212921929989939201,positive
1212264581621592066,positive
1202234736279732224,positive
1212926030643712001,neutral
1214096383575285760,neutral
1214169300170412034,positive
1201425056968007681,negative
1213246352047493120,neutral
1213246145805377538,neutral
1213846858210123777,neutral
1216788945557770242,negative
1213286342622400512,negative
1215334205992919042,negative
1216587368549027840,positive
1213057162395705345,negative
1212513188618686465,positive
1214853385293303808,neutral
1223054235748708353,neutral
1214210635095052289,neutral
1200921790232576000,neutral
1212389339377938433,negative
1212301888516849664,negative
1201438608810483714,neutral
1214807449397538816,neutral
1201205147407462401,neutral
1215303594158764034,neutral
1212399451513524224,neutral
1212719878077132805,neutral
1201320308541665285,negative
1201064955748978688,positive
1201446758473187329,negative
1213672486459641856,neutral
1213184280106536967,neutral
1216421863263522817,positive
1213285261527912448,neutral
1201329573209628673,positive
1213148369125826560,positive
1212729838777372672,neutral
1212965747695202305,neutral
1213181158999121920,positive
1213886612981133318,mixed
1212479791087202306,neutral
1212792667979091968,negative
1201228262921428994,mixed
1216820558236717058,positive
1201120671176241157,mixed
1204575953822728193,negative
1212271835171184640,neutral
1214880462809784320,neutral
1216819929212706817,positive
1216728412620050432,neutral
1212753667146887168,neutral
1213059596987715584,negative
1213112313819078658,negative
1201411438256021504,negative
1212721719259078657,neutral
1213024612952498176,neutral
1212319384997371905,positive
1215998480411439104,positive
1214849955220856832,positive
1212395086673256449,positive
1201508285184139264,positive
1216935204444680192,neutral
1213030915028463616,neutral
1214145979601084416,mixed
1212735910552449026,neutral
1222951433844281344,positive
1212827921645277184,negative
1222891948505059330,neutral
1212975035700457473,negative
1222549105144221703,negative
1212436724665798656,neutral
1213895677702369280,negative
1214836266698780673,negative
1214133610997002240,neutral
1214072672071618561,neutral
1214790870194622465,neutral
1201137209530867715,positive
1213074684620820481,neutral
1212752507623137281,negative
1215860405962248192,positive
1201403780270559232,positive
1216257908096339969,mixed
1212837281725325318,neutral
1222981416616693765,neutral
1212386647574274059,neutral
1213103169657593856,positive
1215962610740400128,neutral
1215987088820252674,neutral
1214030618054602754,positive
1214063036778123265,positive
1212878821004853249,neutral
1208019284561203201,negative
1213897353784152070,neutral
1214227367075500033,mixed
1201238521153048577,mixed
1214113768256479232,positive
1201509505781190656,neutral
1213289689890918400,positive
1212233191240671232,neutral
1217404926302793729,positive
1212582699531227136,neutral
1213294497259540482,neutral
1213181484745531392,negative
1201257839773323266,negative
1212573095225184256,neutral
1212270436219797505,neutral
1213928358175813634,positive
1212146784870514688,mixed
1215997310813003776,positive
1201046057247002624,positive
1213001930622017541,negative
1212433186485133317,neutral
1217495519175507968,neutral
1222967704447062022,mixed
1216284842876440577,positive
1212427193269342211,neutral
1217382429784190982,neutral
1211291227120910336,positive
1214702189312200704,neutral
1216547229990891520,negative
1212446885396529152,negative
1212308369329020929,neutral
1212431068718141442,neutral
1213062215621894144,positive
1214083286697422848,positive
1213788018680770560,neutral
1201108755041148930,negative
1201119330567704579,negative
1201026445532786688,negative
1217418631577067521,positive
1213229921834688512,negative
1217458433638699010,positive
1214173904345948162,positive
1213094654062792711,negative
1214775865705451522,neutral
1217522755907858438,neutral
1216225222896037888,neutral
1201210925245702144,negative
1212567398131351552,neutral
1212763319246802944,mixed
1213745692864319488,negative
1213180698900627456,neutral
1213796232042184706,neutral
1214124921225457666,neutral
1212757694618243072,mixed
1212322464535076864,neutral
1201159803466387457,positive
1213191005836591104,neutral
1212347706242412547,neutral
1213023409283710976,negative
1213065329582100485,positive
1212528940838834177,negative
1214214491136839682,neutral
1201381601688473600,negative
1212455733154996226,neutral
1201182491912085505,positive
1212177044433461249,negative
1213887177077280771,mixed
1212777750404194305,neutral
1213226578538201088,negative
1212833030919864320,neutral
1213936425491714049,positive
1212961923312037891,neutral
1213780914641211392,negative
1216726616757493761,neutral
1201063799467528192,neutral
1201358921446952960,positive
1212829886366261252,neutral
1223088018866757632,neutral
1201503517669830656,positive
1212541219802247168,neutral
1214119606144708610,negative
1214154146024046592,positive
1201218234147577860,positive
1212800412245512192,neutral
1213009562812456960,mixed
1212495248934473728,positive
1213283375777271808,negative
1212434812419657730,negative
1217289205669339136,neutral
1212731744287383556,positive
1212461336896188418,neutral
1212434712997892096,negative
1201071793085255680,neutral
1212781908318441477,mixed
1214218551994781696,neutral
1216624821607587841,negative
1213881439579717632,neutral
1213104250911428609,neutral
1213038245208088577,neutral
1212765807752699907,neutral
1213808164719579137,negative
1213849896912113665,negative
1216680495762825216,neutral
1213133172101328896,negative
1212450065618522113,neutral
1204213935991402496,negative
1223012686969090054,positive
1201506909712343040,neutral
1201479957538574336,negative
1213675942444511233,neutral
1201122604867837952,negative
1212422712829841410,neutral
1212426428102385664,neutral
1201442228016680960,positive
1201517608052281345,negative
1201472593368408065,negative
1216691422625181696,positive
1212405461242273792,neutral
1212348787831771136,neutral
1214101781703282691,positive
1213730681647443968,neutral
1216338292121260032,negative
1213857003061297159,neutral
1203731322549743618,positive
1212860079332036610,negative
1212705813258817537,neutral
1213908109455953920,neutral
1216725758195924992,positive
1212947945227730944,neutral
1213755802240114688,positive
1212348903699501057,negative
1214828090356043776,neutral
1202854248490438656,positive
1213028095885635584,neutral
1212502213727272961,neutral
1212502213727272961,neutral
1213906838225346560,positive
1201101545036820482,neutral
1212246834841837568,neutral
1210575323319980032,negative
1213088029902090241,positive
1212480920743284738,neutral
1212859746648236032,negative
1212548879381647361,positive
1204025332757647360,negative
1213095361973309440,negative
1212812081386475521,negative
1212169877194190852,neutral
1201483165707251712,negative
1213227466229239808,neutral
1212816645292544000,neutral
1201211881039548416,positive
1214006324519985152,positive
1212267606603898880,neutral
1213767037232861184,negative
1213234512022458374,negative
1201006708103032834,mixed
1213232024430886912,neutral
1213160505029869569,positive
1215299493207388161,mixed
1201087596811698177,mixed
1201110014422867968,negative
1212352318601093120,neutral
1201455535192715264,negative
1213172051105714178,positive
1213741645985959936,negative
1201044794320904193,neutral
1212746051515568128,positive
1214798361469112320,neutral
1213923449363501057,neutral
1212291280434352128,positive
1204920435713835008,neutral
1201111152933179396,neutral
1216652837767254016,neutral
1212362943490396165,negative
1201224082831925248,positive
1212363349171806208,negative
1201387817819095040,positive
1212731292007194625,negative
1213042583343120385,negative
1212402107208359936,negative
1201419528711880704,neutral
1213159416004071429,neutral
1216616995497615360,neutral
1214813082540740609,positive
1209560822931955712,neutral
1213030863983796224,neutral
1214204440611360768,neutral
1212402763944091649,positive
1212761631157096451,mixed
1212761012132298752,negative
1212367481664393216,neutral
1212460253976989697,mixed
1212313853339586560,negative
1201086095766835201,positive
1212539489442291718,negative
1212851799943716864,negative
1212472835861549057,neutral
1213865065654435840,neutral
1201105575460974592,neutral
1214775762869477376,neutral
1216819333999071232,positive
1213203284997095425,negative
1212777303438020609,neutral
1212472519892111362,neutral
1201079918022537216,neutral
1212911903040774145,negative
1213156296188407814,neutral
1214229370124079104,neutral
1212277031674642438,neutral
1212307319591190529,neutral
1213256989901557761,positive
1213796073103384577,mixed
1214193055252860928,neutral
1212744001725566977,mixed
1212211097069084673,negative
1212740775295012864,negative
1213902515164594176,neutral
1216945204495699968,mixed
1216124668760993792,neutral
1214115081115643904,negative
1212461434430468097,positive
1213882522813239297,neutral
1213200295343333376,neutral
1213915863969083392,mixed
1201237205441757184,negative
1213102515673346048,neutral
1222952578327220224,neutral
1213111478221516800,neutral
1200938782213754881,neutral
1212853338737446918,mixed
1216597616043098113,neutral
1212459115772907520,neutral
1213052970004361217,neutral
1214778028854788097,negative
1213091097460846594,negative
1213842055396560898,neutral
1215997549540184064,positive
1213815040178040835,negative
1212829369799979008,neutral
1212728749478821890,positive
1213929084113346560,neutral
1201026938783055873,positive
1212978331571896321,negative
1201217157390127105,negative
1200966327629942784,neutral
1213936393975738370,positive
1216096027788349441,positive
1212419609451794432,negative
1206995126620438529,neutral
1212950571537166336,positive
1208136641325326336,neutral
1214150538591395841,positive
1212574229994102785,neutral
1201188070793580545,neutral
1212545979137835008,neutral
1208376906145550336,negative
1213323904716083200,neutral
1212732903592992768,neutral
1212962818636554241,neutral
1201366381612208128,negative
1213176177931669505,neutral
1214235148490870789,negative
1214097407325007873,negative
1213812853058220032,neutral
1213190887985025026,positive
1212374860317499392,neutral
1212317328064557056,neutral
1214001090854899713,neutral
1201213464636805121,positive
1201353428523343872,positive
1214084862002503680,neutral
1201239722624004096,negative
1201414305230573568,positive
1213177070634684417,neutral
1212420066865750018,negative
1201252313878401026,positive
1204676864272416770,neutral
1212732401547390976,neutral
1212914680307552257,neutral
1212423081500827650,neutral
1213768146173214720,neutral
1215050955651239936,positive
1212766833251479552,neutral
1213101409010368512,neutral
1214161963762274304,neutral
1214058895955701761,neutral
1210932762871574529,neutral
1201382588650151937,negative
1222369527490629632,negative
1201491575471267842,positive
1212390725108850688,neutral
1208521149384032257,negative
1212279613671559168,positive
1214136439438479360,positive
1216036381543276544,positive
1214175481483997184,negative
1214181767403495424,neutral
1213775218101178369,neutral
1201027210309754880,negative
1213273520194674694,positive
1212451281866051587,neutral
1213056175928774658,negative
1223015003181199361,negative
1212476528627507200,neutral
1215866389271138304,negative
1212754132894924801,negative
1201410177922154496,positive
1213269180612513792,neutral
1212293639281545216,neutral
1212504680619745280,neutral
1214084676199092225,neutral
1214232851325112321,neutral
1217532663172608003,negative
1201494896798052352,neutral
1212478001230876678,neutral
1212744845292425218,neutral
1213146526224138240,positive
1212253700124790784,neutral
1214140208112898048,neutral
1222050985167720448,negative
1214025743732224000,negative
1212504880994226176,neutral
1201220871005843458,mixed
1213088682988756993,neutral
1214247876831961088,neutral
1200920475427319808,positive
1212446921157173248,neutral
1213154020350668800,neutral
1201055774342025216,neutral
1212797593744560128,neutral
1207687776830926848,neutral
1212433060752478209,neutral
1212808729273552896,neutral
1215382239690838016,neutral
1213942029601906688,positive
1217436572812967936,positive
1201057225818681344,neutral
1213891892212953088,neutral
1213121263184621574,neutral
1214229334480818178,negative
1213025030550048768,negative
1214142686959149056,positive
1212895852706095106,mixed
1213180446114304001,neutral
1214716622918713344,positive
1212404262006935555,positive
1216830491191664640,neutral
1214852297357975552,negative
1214829765930233856,positive
1201975022740332544,neutral
1212467712817029126,negative
1213156215196270597,neutral
1217459305764528128,positive
1214189888234496000,neutral
1201501056863215617,negative
1213040274030649344,neutral
1212305389452242945,neutral
1212306099761750016,negative
1215447159048298496,negative
1213055604199174145,negative
1216005159672852481,negative
1213309432882507776,positive
1216260097304940545,negative
1213045642337169408,neutral
1212932555311321094,neutral
1214168271798317058,negative
1201411749678895105,positive
1213056321865555968,neutral
1213168237946515459,neutral
1212364855786819584,positive
1212768646138871809,neutral
1214200570036342785,neutral
1213280552041811969,neutral
1207290809508388865,negative
1214181143685271554,negative
1212329618121854976,neutral
1212266701456388096,neutral
1212395850510589953,neutral
1214228976694108160,neutral
1200964399340703745,positive
1212904152696684544,neutral
1202135766471716864,negative
1214242361150181381,neutral
1213108716859465729,negative
1213131901126479873,positive
1201501765016965120,positive
1213885958619377664,neutral
1201492311378558976,neutral
1212334134208671746,neutral
1217408181502083073,positive
1212341581279313922,neutral
1212782220164943873,neutral
1216242511099895809,negative
1213886624045637635,negative
1212257258366799872,negative
1212744634386014208,mixed
1214093347578621952,negative
1213180571221995521,neutral
1213192869273624589,mixed
1213056019460427778,neutral
1213025093447749632,neutral
1213960851650228224,neutral
1213962826966061056,neutral
1212346017762267136,neutral
1215130559049060352,positive
1213745004184834049,mixed
1212405512043667456,negative
1213012299688099840,neutral
1205679094140198913,negative
1212777377757052928,mixed
1213015520016052224,negative
1214821361266417664,neutral
1212478007920730113,neutral
1212768855204024322,negative
1212465732941946883,neutral
1214708283291971584,negative
1212772539212144640,neutral
1212867665007538177,mixed
1217496960489443329,neutral
1212480898656096257,negative
1212402798081593344,neutral
1212499996932792320,positive
1212830281465552897,neutral
1212479610203574282,neutral
1201151871672557569,negative
1201424205427945472,neutral
1212190359608008705,positive
1214103744423583744,positive
1212537141986758656,positive
1216689262436982784,mixed
1214165774115495938,positive
1214211410147844097,neutral
1201140506958401536,neutral
1212954116802203648,neutral
1213057579401826305,neutral
1213932718268067840,negative
1216938031552303104,positive
1214212973289451526,positive
1214042276239831041,positive
1212352227031040001,neutral
1212455329654554625,negative
1214247125195919360,mixed
1214673969019797504,neutral
1213029450356592640,neutral
1212342527719878657,neutral
1212352275651403776,negative
1200930461939167232,positive
1213157052601778177,mixed
1206449083617075200,positive
1201168285582032897,neutral
1214226661153157120,positive
1214782676978327552,neutral
1214915596078456832,mixed
1212468719408091137,neutral
1212712161623105536,negative
1212876893705256960,negative
1217420945994002433,positive
1213102339336396801,positive
1213289095788580864,neutral
1201112471307739136,negative
1212708477405138946,neutral
1214702695350710278,mixed
1201521204890406914,neutral
1212965690921103365,negative
1214748174256082944,neutral
1213901502177255424,neutral
1213103122790387713,positive
1212800416523657216,negative
1216321406750818304,mixed
1213889003918962688,positive
1201277226542649349,positive
1216742472304427008,mixed
1212712456348471297,neutral
1214869878202613760,neutral
1217459997023571968,positive
1213103112514392069,positive
1213035597864062977,negative
1214046643663908865,negative
1201252251370708992,negative
1214802507622473729,mixed
1215856453535313920,neutral
1212812972000792576,mixed
1201505680647237632,negative
1212246978656178178,neutral
1213873505365823492,positive
1201038777583583232,neutral
1213082442283864064,positive
1201501116472741890,negative
1214754603675160578,negative
1213143880671145984,negative
1214984190049034243,negative
1212223646724435968,negative
1214246119884107778,neutral
1213155131665108992,mixed
1200977346783858688,positive
1213021312823767040,neutral
1212902010028273671,positive
1212385647626981382,neutral
1214015282718683136,neutral
1216417546020237313,positive
1201498870573862914,mixed
1201184850717413378,neutral
1213896039150837762,neutral
1201173971401674755,positive
1201155862951272448,negative
1213226290897141762,neutral
1222951288868089856,positive
1212708205207400454,neutral
1213810715829657600,neutral
1213192747756199947,neutral
1200928156422680581,mixed
1212462641542811653,negative
1200981447596630016,mixed
1216777366468382720,mixed
1214058567558406145,mixed
1201328409957273601,negative
1214062834671210497,negative
1213144067133059073,neutral
1216785768024330240,mixed
1212231982329008128,neutral
1212718875994992643,neutral
1210836064258199552,mixed
1212776309660758016,mixed
1212244071902662656,neutral
1213828940944592898,positive
1202503346759905280,positive
1212416116930351106,neutral
1213144452094668801,neutral
1201070748326072321,positive
1201451001628282880,neutral
1212383464483434496,neutral
1213154492390223874,positive
1214168499733569536,positive
1212582264653123585,positive
1213088983376433152,neutral
1201050075780263937,positive
1213812237011423233,neutral
1212438147570769921,neutral
1212393023528669184,neutral
1212476792424022017,mixed
1201165018382905344,positive
1212755149065719816,mixed
1212265711227285504,neutral
1212559114271768577,neutral
1213066874109530113,neutral
1212961528187670528,negative
1205740811666776066,negative
1212795314358431747,negative
1214214702584279040,neutral
1201186835969429504,neutral
1212450773445029888,negative
1214138872923402240,neutral
1213850687404068865,mixed
1212418838706434048,negative
1215991492604497922,negative
1212387983049076736,mixed
1213757653261979648,negative
1213241070043193344,positive
1213269406324641792,positive
1212990497352044544,neutral
1212868696475086854,negative
1212498575848030214,neutral
1215004294849716224,mixed
1213171983829082112,neutral
1201483562534522882,positive
1212380545629478913,mixed
1216018819375943680,neutral
1212772442164355072,neutral
1212955383012003841,mixed
1212728405336166400,mixed
1215895099525279744,negative
1222922213290074118,neutral
1201497133334949895,neutral
1213753497553920005,neutral
1213009272931524609,neutral
1214932005898661889,mixed
1206121483333844992,mixed
1214751168028692486,neutral
1213770798185533441,neutral
1201002756867284993,neutral
1212242824948830208,mixed
1216645802510012416,positive
1213005862614315008,neutral
1200973813523111936,positive
1214070572642193408,positive
1201503722729291777,neutral
1214930176523395072,positive
1214843431832498176,neutral
1212240980100952064,mixed
1201504546461298688,neutral
1213901087880728576,neutral
1215944191383080961,positive
1212806395340439554,negative
1216856923926147074,mixed
1222955917571960834,negative
1213182339712475136,mixed
1201421548311191553,negative
1212989000123920384,neutral
1212926431652540416,negative
1212168466783965184,positive
1215003961276583936,neutral
1214788104172834817,positive
1213089041090056193,neutral
1214829428024467459,positive
1213172381776273409,neutral
1213065672516915200,negative
1212709622789935104,positive
1201128916536176640,mixed
1214231457188777986,positive
1201349218595676161,neutral
1213288449077215232,neutral
1213228552260243456,neutral
1201251829683826688,negative
1201016385536745473,neutral
1212840526531170304,positive
1214206214671884289,neutral
1213753584183074816,negative
1212214440013250561,neutral
1213037541483536384,negative
1213026329618210816,negative
1215971365616082946,mixed
1213799567910719490,negative
1212418655054643202,neutral
1212963722458783744,neutral
1213743050196967424,neutral
1212948903659786240,negative
1214222501628252161,negative
1201399530606006278,negative
1213190947938414592,neutral
1213122752405811203,neutral
1213126213306327049,neutral
1212148605018132480,neutral
1212277900076048384,positive
1201200869561245696,mixed
1201119333470162946,negative
1213734671869075456,neutral
1213779321464270850,positive
1213029486763094016,neutral
1212381395085152256,neutral
1200970988407513094,neutral
1214818955497365505,positive
1214822431111729152,neutral
1214120485161754625,negative
1217379473802387456,negative
1201081221008236544,neutral
1210238984431063043,negative
1214167075280900097,neutral
1216418911878615042,neutral
1213060797590626306,negative
1212175147186167808,negative
1212387808679223296,neutral
1201050006804787200,neutral
1200976688538103808,negative
1217506378744549377,neutral
1213788850268581888,positive
1213074384048607233,positive
1213035950865039360,neutral
1212857911128530950,neutral
1201500682806796289,neutral
1201027328161267712,negative
1212384450128023553,neutral
1213001047863627776,negative
1212424339393536000,neutral
1223088791184912385,negative
1212764223350157313,mixed
1212773198200221696,neutral
1213029519126355970,neutral
1214041740589568002,negative
1216621510443651075,negative
1213032525112774656,neutral
1213034344325009408,neutral
1212767183761223680,neutral
1213009049039585281,neutral
1212327425243275264,neutral
1201480053097476096,neutral
1213739123275685889,neutral
1201317788457095168,negative
1212265030705700864,negative
1213293494271385601,neutral
1212288885981663232,neutral
1212434380376985600,neutral
1201093641042907136,mixed
1213844734097186823,neutral
1212805943144128513,mixed
1214700687256256512,positive
1212796200472207361,neutral
1212272928559161344,neutral
1212963400134930433,negative
1201027622895071232,positive
1201490676547907584,neutral
1213078918045011969,neutral
1212407860111560704,positive
1212729937410572289,neutral
1213302673136607232,neutral
1213007254649262080,negative
1214766065139560449,positive
1215958389181775872,mixed
1213810512540192768,negative
1213080740528873473,positive
1212775573912580098,negative
1221522404037550080,negative
1216445553191587840,neutral
1212245652295573505,positive
1212246977192300544,neutral
1214096500185325568,negative
1212419164973027328,negative
1216029711530385408,positive
1201222309790572546,positive
1213819968204234752,neutral
1212245506350555137,negative
1216311182312632320,neutral
1216723757378818051,neutral
1201353949179199489,negative
1212726908804378626,neutral
1212278403530919936,neutral
1215876238729977857,positive
1214137280178327553,neutral
1213899608033808384,neutral
1201489069085265920,neutral
1216056000043782145,neutral
1214180991163609088,neutral
1212502423081758725,neutral
1212278044368556038,positive
1215884398450683904,neutral
1214118383056302080,positive
1212183383352184832,neutral
1222928685126299648,positive
1212320881843867648,neutral
1212476703622279168,neutral
1213137553341075456,neutral
1212942695620120576,neutral
1201212221986082822,neutral
1201349142615875584,negative
1212934767232061441,negative
1212391881763688449,negative
1213934058117287936,neutral
1214056413720403968,neutral
1213029679868923905,neutral
1213163711306883078,positive
1201157547417313281,neutral
1212847563977691136,neutral
1212724446563328000,neutral
1201497926981365760,positive
1202296474568208390,neutral
1214048894767771656,negative
1212478085104328705,neutral
1214051940386127872,positive
1213880667928485889,neutral
1202289233895055361,neutral
1212363448270622720,neutral
1212186209646239745,negative
1214204000373002242,neutral
1214240945354530817,neutral
1214777593150541829,positive
1212746133497405441,positive
1212290327752691712,neutral
1201149867323613187,neutral
1212817198403731458,neutral
1201140868712939525,neutral
1213188415409311744,positive
1201363149041098752,positive
1201122845314748416,negative
1212466550910988289,negative
1212809453214584833,negative
1214224407972986880,neutral
1201221348858769408,positive
1213087912201523201,neutral
1212380428214185984,neutral
1212364886552043522,negative
1201149908629229568,positive
1214859366978990083,positive
1213131469662629888,neutral
1214186184169213952,neutral
1212166539702677504,positive
1212397504756699146,neutral
1214236700039401473,neutral
1217409334881193984,positive
1213101212482121729,negative
1212341395366842368,neutral
1214074702836183040,negative
1213184736673378310,negative
1214705968803713025,neutral
1212372515605143552,neutral
1201174910393077760,positive
1212992702767349760,neutral
1212317999702695936,neutral
1212534840777728001,neutral
1212808925470429185,negative
1213121396299255809,negative
1214236882927796224,negative
1213061110733127680,negative
1213881367962038274,neutral
1212504873956184067,neutral
1214046699242631170,negative
1212436986184818689,neutral
1214165495475249152,neutral
1201221201982640132,neutral
1213115768860270592,neutral
1215416935380287489,negative
1213819153511006209,neutral
1214115851185598465,neutral
1212427559662694401,neutral
1201385502475247616,mixed
1212955212710862848,negative
1213110137336016899,positive
1213118881000083456,negative
1212151518331322369,positive
1213924589014781955,neutral
1213043684935163904,neutral
