,tweet_id,sentiment,tweet
10,1212232954430263297,neutral,@bobomaheder Global citizenንነቴ እና ኢትዮጵያዊነቴ ተምታተውብኝ አያውቁም የሚል ይታከልበት 😉
11,1213727838341419009,positive,
12,1201214643072581633,mixed,"RT @TechinEthiopia: ሐሴትን ከበጎነት !!!

የሰው ልጅ በምድር ሲመላለስ ታላቅ የመንፈስ እርካታን ከሚያጎናፅፉት ተግባራት መካከል አንዱ ለተቸገረ መድህን፤ ለወገንም አለኝታ መሆን ሲችል እንደሆነ ብዙዎቻችንን…"
13,1213300467004059653,neutral,"ለቅዳሚታችሁ

💚💛❤

        አሁን በምትሰሩት ማንኛውም ነገር ምሉእነትና እርካታ ይሰማችሁ!

የአሁንነት ሀይል -ለመንፈሳዊ የእውቀት ብርሃን መመሪያ በኤክሀርት ቶሌየተዘጋጀ መጽሐፍ ነው።  
https://t.co/RTi8kKKrd0 https://t.co/4YTikE0Amc"
14,1214248761905623041,neutral,@tesfamaryam21 40/60 ኮንዶሚኒየም ከሆነ እመልሳለሁ ካልሆነ መልሴን አላባክንም!
15,1212382670245642241,neutral,@Jeberara1 ስንታየሁም ሆነ ኤልያስ ፓርላማ ለመግባት ምን ያንሳቸዋል??? ደግሞ ሁለት ሰው ብቻ ይዞ ፓርቲ ይመሰረታል ያለህ ማነው? መቸም በእስክንድር ላይ በየምክኒያቱ ዱላ የማያነሳ የለም?! በመርህ የሚመራ አንድ ፅኑ ሰው ቢኖር አልቆም አላስቀምጥ አላችሁት።
16,1204891010427424768,negative,@woldeyes_t Tesfaye ለካስ ጭብል ለብሰሽ የፕሮፌሰርን ፎቶ ለጥፈክ እልም ያልክ ባዳ ነክ እፈር ትንሽ
17,1212992175773863941,mixed,ታኅሣሥ 10 ቀን 2012 በሞጣ ከተማ አስተዳደር በመስጅዶችና ሱቆች ላይ የደረሰውን የእሳት ቃጠሎ በማውገዝ የእስልምና ሃይማኖት ተከታዮች በባሕር ዳር ሠላማዊ ሠልፍ እያካሄዱ ይገኛሉ፡፡ #Ethiopia #EthioMuslim https://t.co/bd5u0Rutn4
18,1213072867866349568,neutral,አሜሪካ ሱሌይማኒን በመግደል ቀይ መስመሩን ሳታልፍ አይቀርም። ዜጎቿ አገሪቱን ለቀው እንዲወጡ አዝዛለች። ጀለሶቿ ደግሞ restrain እና de-escalate እያሉ መለማመጥ ጀምረዋል።
19,1213026752131457024,negative,@haset_haset7 ይሄው ነው አይደል የእውቀትሽ ጥግ....በሰሚ ሰሚ ከምትናገሪ ለምን ታሪክ አታነቢም....ደሞ ራስሽን አታስገምቺ
20,1212299954833821696,neutral,"@BirrkanF @abrshel @melak_abera የሚባክን ጊዜ መኖር የለበትም።
ዳይ ወደ ሥራ! 😜"
21,1213116081184890881,neutral,የጎንደር ዩኒቨርሲቲ በ65 ተማሪዎች፣መምህራንና የአስተዳደር ሰራተኞቹ ላይ እርምጃ ወሰደ https://t.co/XgIaC5zu47
22,1212369380492886016,neutral,"አማራ ክልል አንድ ነገር ሲፈጠር የማያወግዝ ሰው የለም ከፖለቲከኛው እስከሊስትሮ ድረስ

ኦሮሞ ክልል ግን አሰቃቂ ሽብር ሲፈፅም ባላየ ነው የሚያልፎት እንኳን ሊያወግዙ ይቅርና።
https://t.co/MpfQKPioSX https://t.co/OqyUTiwuIH"
23,1213079961566879744,positive,ዛሬ ጁመዓ በወሎ ኮንቦልቻ የተደረካ ከባድ መልክት ያለው የቃውሞ ሰልፍ ብልፅግና ፓርቲ ብልፅግናችሁን አሳዩን https://t.co/JroefBrpBR
24,1201064656355377153,neutral,
25,1212857919575908352,negative,RT @Gfasil: ቢቢሲ ዘገበ ይባላል? ሌላ የሚባል ነገር ካለ አንተዉ ንገረን! https://t.co/QABFhIamma
26,1212365635176546306,negative,አማራ ክልል ፈልቶበታል ልኩን ማስገባት ነው!!! ሙስሊሞችን ጠልቶ 85% ሙስሊሞች በሚኖርባት ኦሮምያ ጋር ግንኙነትን አትሰበው !!!
27,1215377431525298178,mixed,"@seleshi_b_a እረ የሆነ ነገር ፍጠሩና እንቅጩን ንገሩን እህህ እስከመቼ 
አሁንስ ይበቃል አያቴ  መቀነቷን ፈታ ለግድቡ የከፈለችበትን ዋጋ እንኳን ሳትሞት እንድታየወ አድርጓት 😭"
28,1213091449564213248,neutral,RT @BalchaEyob: ባህልን መሰረት ያደረጉ መገለጫዎች አሉት። መገለጫዎቹም መደበኛና ኢ-መደበኛ በሆኑ ስርዓታት ስር ሰደውና ጎልተው ሊይታዩ ይችላሉ። የጎንዮሽ ኢ-እኩልነት አብላጫውን የፖለቲካ ንቅናቄ ሂደትን በሚቆጣ…
29,1212574278434074624,positive,ጥበበኛው የፍቅር አስተማሪ ቴዲ አፍሮ https://t.co/7En0HjdcgO
30,1212986014429581313,positive,
31,1216185985572179968,mixed,RT @AlemayehuGK: የዐቢይ አህመድ መንግሥት ያደረጋቸውን በርካታ በጎ ተግባራት መዘርዘር ይቻላል፤ ነገር ግን የአንድ መንግሥት የመጀመሪያ ሐላፊነት የሆነውን የዜጎችን ደህንነት በማስጠበቅ ረገድ it has faile…
32,1222891318772260864,positive,"ጽድቅና ኩነኔ 
 ቢኖርም ባይኖርም
ከክፋት ደግነት 
   ሳይሻል አይቀርም !!!

 👉☕ፉት እያላችሁማ😍😘 https://t.co/ZRKz21Piy9"
33,1215929256389292033,neutral,መንግስት ሆይ ሀገሪቷን የማፍያ መፈንጫ እንድትሆን አትተዋት - ሰላም አልፈልግም ብሎ ጉልበት ለመረጠ በእቅፍ አበባ ሳይሆን በሚደቁስ ጠንካራ ክንድ መቀበሉ የግድ ነው። https://t.co/UnahcSCVUT
34,1213723647703232512,neutral,"-1-

በ""መጽሐፈ ጨዋታ"" መሰናዶ ላይ ያየሁት ተመቸኝ። ቃለ መጠይቅ የተካሄበት ቦታ (ላይብረሪ ይመስለኛል) ተሰንደው በተደረደሩ ጋዜጦች የተሞላ ነው። ለምሳሌ  አዲስ ዘመን፣ ሪፖርተር፣ ፎርቹን፣ አዲስ አድማስ ጋዜጦች ተሰንደው ተመልክቻለሁ።

 #Ethiopia https://t.co/iWddabRq6j"
35,1213863586554138624,positive,
36,1212743358420078593,negative,@fairytale0716 🤣 ድሮ በዘመነ ኮዳክ ፎቶ ቤት ፍላሹ ፏ ሲል አይናችን ተጨፍኖ እንዳይወጣ የምንቸክለውን ነገር አስታወሰኝ 😂😂 ምን ሆኖ ነው ግን? ከሗላ ያለው ቴዲ ሁሉ ፊቱን አዞረ እኮ 😂
37,1203870938426593281,negative,@BerisoOshone @Jawar_Mohammed ዠልጥ🤣 🤣🤣 ገገማ
38,1201087073190629376,neutral,"ታቦተ ሕጉ ለእግዚአብሔር በካህናታ ሕጽርት ወበመንፈስቅዱስ ክልልት
ንጉሥኪ ጽዮን ኢይትመዋዕ ለፀር
ወኢየኃድጋ ለሀገር።
በካህናት የተከበብሽ በመንፈስ ቅዱስ የተከለልሽ የእግዚአብሔር ታቦተ ሕግ ጽዮን
ንጉሥሽ ለጠላት አይሸነፍም ሀገርንም አይተዉም"
39,1213067097401479168,neutral,@AsemahagnAseres ... እናማ ልሙጡ ባንዴራን ለቤተክርስትያኒቷ አስረክባቹ፣ secular በመሆን በተሻለ መንገደ ሰለማዊና የተረጋጋ ክልል በመፍጠር ሰርታቹ አሳዩን 'ና ተዛ ለሚመጣ የውጭ ወራሪ/ጠላት አብረን 'ንቆማለን...
40,1213164839989862400,neutral,@Senaitbitew @KasayeRH @Kal_Kass @melak_abera @_wurye @tweetofmicky @ZemenuYA ሳያችሁ ግን ሶስተኛው የአለም ጦርነት ጉዳይን ከመጤፍም አልቆጠራችሁትም።
41,1212828090239504388,neutral,@Ethiopialiveupd @ebczena ብድር በምድር መሆኑ ከሆነ ተገቢ አይደለም ከዚህ በፊት ስንቃወም የነበረው ይህንንም አልነበር ታድያ ጉልቻ ቢቀየር ሆኗል ነገሩ ማለት ነዋ ...... ወይ ሃገሬ ደጉን ያምጣልን እንጂ ምን እንላለን።
42,1212877287709970439,neutral,ለውጡን ያለመው የኦሮሚያ ባለሃብቶች ውይይት https://t.co/SAKDrNMYhu
43,1201208064617127936,positive,"የሀገሩን  ችግር የሚያውቅ እና መፍትሔ የሚያመጣ በትክክል የሀገሩ ሰው ነው። ይቺ ወጣት ለእንጀራ መጋገር የሚያስፈልገውን አብሲት በተለየና በቀለለ ዘዴ በማዘጋጀት ለእናቶቻችን ውለታ ውላለች ።  
ከሰይፉ በኢቢኤስ"
44,1213820557386498049,mixed,ማንም ምንም አያውቅም!እና ማንም ሁሉን ያውቃል!አይባልም።
45,1212191681631510528,neutral,
46,1201064076371214337,negative,ለመጥለቅ ያህል ወሳኝ ነገር ያስፈልጋል ልያታይ ጥስው ዶረበ ጽርቅ ድንአ ምንም ሳይነሱ ሉቃብጠይ ንዱንአ ንችታለሁከ ይአ
47,1215999481621176323,neutral,@heyab_ በጣም ስውር ህዝብም ጭምር:: እኔ የሰዉ ሂሉን እሺ ብሎ መቻል በጣም ነው ሚገርመኝ::
48,1214241412679700480,positive,የሃይማኖት መሪዎች ለክርስትና እምነት ተከታዮች የእንኳን አደረሳችሁ መልዕክት አስተላለፉ https://t.co/jrQkU4FARZ
49,1213171585974071296,neutral,"አዲሱ የአቶ ሬድዋን ሁሴን ሹመት,መንታ መንገድ ላይ የቆመው የስልጤ ህዝብ እና ምርጫ  2012 እመለስባታለው ጠብቁኝ"
50,1214157341031043078,negative,
51,1215963489442902016,mixed,"ከዓፋር ወጣቶች የተላለፈው አስቸኳይ መልእክት!

የዓፋር ወጣቶች የአማራ ክልል ርእሰ መስተዳድር በክልሉ እያደረጉት ያለውን ጉብኝት ለመቃወም በሰመራ ሉሲ አደራሽ ልክ 9:ዐዐ ሰዓት እንገናኝ እያሉ ነው።"
52,1201411110806659072,positive,"መጀመሪያ ቃል ብቻ ነበረ፤ 
ቃልም በቀለም ተቀናበረ፤
ቃልና ቀለም በተግባር ኖረ፤
መዕራፉን ጨርሶ ቋጠረ።"
53,1213841906813341697,negative,የቤት ውስጥ ጥቃት – ያለሰሚ – ያለተመልካች https://t.co/T9kAVYPYZh
54,1213849923738845184,neutral,ሪፖርት | ፈረሰኞቹ ምዓም አናብስትን በመርታት ወደ አሸናፊነት ተመልሰዋል https://t.co/s2lSnREJBb
55,1213121680299712513,neutral,የህወሓት ማዕከላዊ ኮሚቴ አባል አቶ ጌታቸው ረዳ ትላንት በድምፂ ወያነ ቴሌቪዥን ስለ ህወሓት ቀጣይ ዕጣ ፈንታ ተናግረዋል እየተባለ በማህበራዊ ሚዲያ የሚሰራጨው ዜና ሀሰተኛ ነው።
56,1213759772182355970,neutral,
57,1200958646718517248,positive,"RT @MezmurBest: ""ኤርትራውያን ስነ ጥበበኛታት ንናይ ጎደና ስነጥበብ ክንደፍኣሉ ይግባእ። ንዘሎና ሃብታም ታሪኽ ብቕርጻ፡ ብቕብኣን ስነ ጽሑፍን ክንትርኾ ኣሎና። ነፍሲ ወከፍ ጎደና ታሪኽ ክንስንደሉ ዝኽእል እዩ።""…"
58,1214699402625003521,neutral,
59,1213888380079104005,neutral,"@abirhanu አይ ካሳዬ ስምንተኛ ክፍልን ዘልቋል ብለን ነው የሾምነው 😂😂 መልሱ እኮ እዛው በቀይ ያሰመርከው ላይ አለ ... ""ከጊዜው ነባራዊ ሁኔታ ጋ ሊያራምዳቸው ....' አለቀ።"
60,1213292154291990528,positive,ሀገር አቀፍ ብሔራዊ የሴቶች የሰላም ምክር ቤት ተቋቋመ https://t.co/cRJ8AO71E0
61,1214110485546700800,positive,የ24 ሰዓት የቴሌቭዥን መርሐግብሩ ተጀምሯል::ከዮድ አቢሲንያ የማብሰርያ ዝግጅት አለ:: https://t.co/yIwb4I61Ym
62,1201191296293056513,negative,"@awushwish @ZemenuYA የነዚህን አይነት ወሬ አራጋቢ ነው! 
Do you get me!!?"
63,1212453172230311936,negative,@HussenMuhye ያንተ የበታችነት ስሜት ነው፣ ማንም አክራሪ ሰክሮ እየመጣ መስጂድህን ሲያቃጥልብህ፣ እኛ ብንናገር አንተ መልሰህ እኛን ምን አገባቹ ትላለህ።ያንተን አይነት አለቅላቂ ምስጋና ፈልገን አይደለም የምንታገለው አባቱ፣ አንተ ማጎንበስም ትችላለህ።
64,1214167326477766668,neutral,የአባገዳ ልጅ ጠ/ሚ/ር ዶር አብይ አህመድ በጉጂ አባገዳ ተመርቀዉ ካላቻ አስረዋል። ዶር  እንኳን ደስ አለህ። https://t.co/kv3oGMrBBT
65,1212845460987269128,neutral,@sam_tassew ... የገዛ ጓደኞቻቸውን ከመግደል ወደኋላ የማይሉበት ስሜት ላይ ነው ያሉት። ይሄ ደሞ በየትኛውም የተማሪዎች ዘመን ታይቶ የማይታወቅ ግልብነት/ግልፍተኝነት ነው።   ስለዚህ ያለው ጉዳይ እስኪጣራ እስኪረጋጋ እና አስተማማኝ ሰላም ማረጋገጥ እንደሚቻል..
66,1222899659611328517,neutral,@MintesinotF የሰኔ 16ቱን ፍንዳታ በተመለከተ ወደአሜሪካ(FBI) የተላከውን የተጠርጣሪዎች አሻራ ውጤት ጤና ጥበቃ ሚንስቴር በነካ እጁ ቢገልፅልን።...ግራ ቢገባኝ እኮ ነው 🤔
67,1212384275926048770,neutral,በኤክሳይዝ ታክስ ሰበብ የታየው የዋጋ ንረት መነሻው የተዛባ የገበያ ሥርዓት ነው ሲል መንግሥት አስተባበለ https://t.co/vhWEsbefXL
68,1212251269940809728,negative,@BilisumaKegna @seyoum_teshome አብይ እራሡ ጀዋርን እንደ መጠቀሚያ አርጎታል ለዚህ ሁሉ ተጠያቂዉ አብይ ነዉ
69,1214057692676968448,neutral,@LoveAbaba @Anbessaw1 @Jawar_Mohammed @Tseday ልክ ጋን ዉስጥ እንዳለች እንቁራሪት ነዉ በለኝ ትንሽዬ ብርሀን ስታይ ኖራ ከጋኑ ስትወጣ በቃ አልተቻለችም እንደጀዋር ሁሉ ኬኛ ብላ ቁጭ እኛ ደሞ አንላቀቅም ጀዋር የኛ መንፈስ የሚኒሊክ ነዉ እንዳንተ ያሉትን እንቁራሪቷች ልክ እናገባለን እመነኝ
70,1214227822601895936,negative,@jemilsani14 @eskinder_nega ። ጥንብ ዘረኛ ጥፋ ከዚህ መርዝ
71,1212905806385098752,neutral,
72,1212302537153495040,negative,#Ethiopia ወያኔን ለመጣል ምን ድርሻ ነበራችሁ ? ከወደቀ በኋላ ጉራ ከመንዛት በቀር
73,1213815560343080960,neutral,"RT @chapygi: ኢትዮጵያ ውስጥ ያሉት መኪኖች ብዛት 1 ሚልየን አይደርስም። በሚገርም ሁኔታ ግን በአማካይ በአመት 5,000 ከዎች በትራፊክ አደጋ ህይወታቸውን ያልፋል።

©Fact"
74,1214694689137479681,negative,
75,1201230170918735872,mixed,ዶክተር ፓቭል የአንተን ስጦታ በመደገፍ ተቀባይነት አላገኙም ልጋልፈስያ ርገነ ኝሳወ ልህያ ቅለጥመለ ለእናንተ ርበነ ቅውአ ንትንዴ ይቬርሃ ንግ ርገነ
76,1212266419817271296,negative,"@AbiyAhmedAli https://t.co/tREjt7HpeGበነገራችን ላይ ! 

""የእነዛ 86 ምስኪን ንፁሃን ምንዱባን ነፍሳት የተቀጠፈ ህይወት አይረሳም !""

በአንድ ቀን ጀምበር ብቻ በዘመዳሞች ፉክክር በአብይ አህመድና የአይኤስ ወኪል  በሆነዉ ግለሰብ የተፈጁትን የንፁሃን ኢትዮጵያውያን"
77,1213220205909991424,neutral,ሰለቸኝ ጌታን ሰው ወደ አውሬነት እየተለወጠ ነው ደከመኝ ደከመኝ ጌታ ሆይ አረ ምን አይነት ዘመን ነው ሰው ፔጅ ላይ ሄዶ ያንን ሰው ሙሉጭ አርጎ መስደብ ምን ይሉታል መሳደብ ይቀላል ወይስ ያንን ፔጅ አለማየት?
78,1201217432255451137,neutral,@ZemenuYA @TakeleUma ልክ ነህ! ከምትላቸው ቃላት ያንተ ቅንነት ለመገመት ችያለሁ፡፡  ቅንማ ባትሆን ኪራይ ሰብሳቢነኝ ስትል፣ በኢትቪ ነበር ቀርፀው፣ ዶክሞንተሪ የሚሰርቡህ፡፡
79,1201142926253932544,positive,
80,1201524133898719235,negative,@Daveamicho @drdantulu እኔ ሞቻለሁ 😂😂😂😂😂😂😂😂😂😂😂😂 ጌታ ሆይ ኧረ ና!
81,1212274050250133504,neutral,ተፎካካሪ ፓርቲዎች ተሰባስበው እና አንድ ቡድን አዋቅረው ፋና ፥ ዋልታ እና ኢቲቪ አጠቃላይ የህዝብ ሀብት የሆኑ ሚዲያዎች የባለቤትነት እና አጠቃቀም ላይ ጥርት እና ፅድት ያለ መስመር እንዲሰመር ከአሁኑ መታገል አለባቸው። https://t.co/msXYNoOK03
82,1213107495033552896,negative,@Abione_Bekele ኦሮሞ ምንም ቢማር ከብት ነዉ አያስተዉልም ጥንብ ዘረኛ ናቸዉ
83,1212436888470130688,neutral,እየሱስ ክርስቶስ ከድንግል ማርያም የተወለደ  ወይም በስጋ ከዳዊት ዘር  የተወለደው ስለሰው ልጆች ኀጢአት እዳለመክፈል ነው የምትሉ በዚህ ፔድ መወያየት እንችላለን
84,1216291898312339456,neutral,የጌታዬ እናት፦ ንፂህተ ንፁሀን፤ ቅድስተ ቅዱሳን ድንግል ማርያም ምንም አኔ ሀጢያተኛ ልጅሽ መሆን የማይገባኝን አስቢኝ ።ከሰራሁት ይልቅ የልጅሽ ቃልኪዳን ይበልጣልና አሳስቢልኝ ። ሰዐሊለነ ቅድስት!!! https://t.co/ftxDuQhPvZ
85,1212229972154302464,positive,"አምላከ ቅዱስ ዑራኤል መልአክ ቀኑን የተበረከና የተቀደሰ ያድርግልን፡፡ በሰላም ያሳደረን በሰላም ያውለን፡፡ አገራችንን ኢትዮጵያን ዳሯን እሳት መሃሏን ገነት አድርጎ ይጠብቅልን፡፡
 አሜን!!!"
86,1201392602815307776,positive,"@birukzerihunal1 ጥሩ ጊዜ፣በተለይ ቆመን "".....ተንቦገቦገች"" ያልናት!! https://t.co/vNaZBU7AlP"
87,1212373400095735808,neutral,
88,1214163541957197825,neutral,"@AbiyAhmedAli ምን ማለት ነው?
ኦሮምኛ እስክንለምድ ድረስ ኦሮሚኛ የምትችሉ ተርጉሙልን እስቲ

ፎቶው አንደኛ ነው! ፓ!
ሰላም ፍቅር ደስታ ፈገግታ በሁሉም ላይ ሰፍኗል። ከነሱ ወደ አቢቹ፤ ከአቢቹም ወደነሱ ይፈነጠቃል። ደስ ሲል!
ነጌኒ በዳዳ 

   ፩#መኖርደስይላል🌻"
89,1212410573935259649,positive,መልካም እሴቶችን በማሳደግ ችግሮችን በሰላም ለመፍታት ሁሉም ዜጋ አብሮ መቆም አለበት፡- የኃይማኖት አባቶች https://t.co/pfri4yEYho
90,1212348984955752448,neutral,
91,1212255505449664512,neutral,
92,1213849910468063237,neutral,"RT @YaredALegesse: ይታመሳል አሉ ከፋ እና ቦረና፤
ሰላም አይደሉም ወይ እነራስ ጎበና?!

የሚሰጡት ቢያጡ ከድፍን አበሻ፤
ለኡራኤል ሰጡት የጎበናን ጋሻ።

ተብሎ የተዘፈነላቸው ስመጥሩ ጀግና ራስ ጎበና ይህን ይ…"
93,1217526635529940992,mixed,የኢትዮጵያ መንግስት በግድቡ ዙሪያ በሚደረገው ድርድር ከፍተኛ ጥንቃቄ ሊያደርግ ይገባዋል ።ምክናያቱም አሜሪካ ለግብፅ የማታዳለበት ምክንያት የለም።
94,1213756916297555969,positive,@AbbaSheger ኢትዮጵያ በደከመች ጊዜ በግፍ የተወሰደባትን የባህር በር የጊዜ ጉዳይ ነው እንጂ ማስመለሷ አይቀርም ።ከቻይና እና ቦሊቪያ ብዙ ልንማር ይገባል ።
95,1216280877342384131,neutral,@dawitesfaye በተለይ ምዕራብ ወለጋ ግዛቱ ሆነ። ሁለት ዓመት (ድፍን ሁለት ዓመታት) ሙሉ ኦነግ ነጻ መንግሥት ኾኖ ልጆችን ለወታደርነት ሲመለምል፣ ትምህርት ቤቶችን ጭምር የወታደር ካምፕ ሲያደርግ የሚናገር ጠፋ ....
96,1213136728204165120,negative,@MadyYonas ቲሽ ጨለምተኛ ዱቄት 97 ላይ ቆመሃል እንዴ ጊዜው ነጉዷል 2012 ነው አሉባልታህን ቀቅለህ ብላው ልደቱ እየመጣ ነው
97,1201059124047482880,neutral,
98,1205276673576493056,neutral,@AbiyAhmedAli እረ እረፍት አርግ ይሄ ደግሞ የአንተ ስራ አይደለም
99,1213161897920516102,positive,@iDreamEthiopia @GetachewSS @betelhem_dessie የኛ ቁልጭ መኩሪያ ነሽ እኮ!!
100,1222958323017732097,mixed,@hamezene @KasayeRH @ZemenuYA ክፉ ተናግረው፣ክፉ አናገሩኝ ይቅር በይኝ😞 እነዚህ ሁለት አስኮንኞች እኮ ናቸው። እኔ ከደሙ ንጹህ ነኝ😿😿
101,1210196488137183233,negative,@MebrahtuSenait @Jawar_Mohammed ያንች ነፃነት በአማራ ህዝብ ነው ወሬኛ
102,1214756605671231488,neutral,"ቅውቀት ዛሬ በሽ ነበር.....ብሬ ከባድ ሚዛን በተግባር አየን አይጠገቤው ኢንተርቪው እውቀት ስገበይ ዋልኩ ብል ማጋነን አይሆንብኝም። 
ቤሬን የሚመጥን ጋዜጠኛ ግን አገርቤት ያለ አይመስለኝም!"
103,1201430126610853888,neutral,የህዳሴ ግድብ የሶስትዮሽ ውይይት በካይሮ እየተካሄደ ነው) - https://t.co/dUTf0gRDvL - https://t.co/imPt2ecv90 https://t.co/qsVC45pvj1
104,1212300398020702209,neutral,"ባየሽው ፡ የኔን ፡ መቼ ፡ ቀሎኛል፣
በታመምሽው ፡ ልክ ፡ እኔም ፡ አሞኛል፡፡ https://t.co/uKcz03JNR3"
105,1212455230442524672,neutral,በግሌ ዑስታዝ አቡበክር አህመድ የት ሆኖ ለ ም/ጠ ሚኒስትሩ ስልክ እንደደወለላቸው ጭምር ትዝ ይለኛል።
106,1216271392599048192,positive,
107,1213995983253757953,neutral,@LiyanaTefferi እማማ ዘርፌማ ጂም ከርመው ነው የመጡት። የስኳቲንግ ምናምኑ ውጤት 👍😁
108,1213843515962200064,neutral,@Ethiopia24News ይሄ ዜና ነው? ስብሰባው ከመደረጉ  በፊት ማለት ትችሉ ነበር!
109,1212412992807211009,neutral,"በአማራ ክልል አሁን ሊሰሩ ነው የሚባሉት መንገዶች ከ2008 ጀምሮ ሲንጠባጠቡ እና ሲራዘሙ የቆዩ እንጂ ፍትሀዊነትን ለማስፈን እስካሁን በአማራ ክልል ምንም አይነት የመንገድ ፕሮጀክት አለመጀመሩ ሊታወቅ ይገባል

የር/መስተዳድር አማካሪ ግዛት አብዩ"
110,1214210801277513730,mixed,@eskinder_nega አስኬ አንተ መልካም ሠዉ መሆንህን ስራህ ይመሰክራል እንኮን አንተን ክርስቶስንም ወንጀለኛ ነዉ ብለዉታል አንተ ብቻ መልካም አድርግ ድሉ የእግዛቤር ነዉ እግዛቤር ሁል ጊዜ መልካም ሚያረገዉ ሠዉ ጋር ነዉ የሚሆነዉ አይዞህ ሁሉም እግርህ ስር ይወድቃሉ
111,1212393598039265280,neutral,@kefira_dechatu @fairytale0716 እኔም እሱን ብዬ ነው
112,1212258782908207106,positive,
113,1217530354996670464,mixed,"@AbiyAhmedAli ኢቲቪ እውነት መናገር ጀመረ 
ብልጋና ፓርቲ
መጪወ ግዜ ከብልግና ፓርቲ ጨለማ ነዉ።
ኢቲቪ እውነት መናገር ጀመረ 
ብልጋና ፓርቲ
መጪወ ግዜ ከብልግና ፓርቲ ጨለማ ነዉ።
ኢቲቪ እውነት መናገር ጀመረ 
ብልጋና ፓርቲ
መጪወ ግዜ ከብልግና ፓርቲ ጨለማ ነዉ። https://t.co/Nc3t7vr2z8"
114,1213122233499029506,neutral,"የጎንደር ዩኒቨርሲቲ እንደሚለው ቅጣት የተጣለባቸው ግለሰቦች ኹከት እንዲስፋፋ ""ተማሪዎች ክፍል እንዳይገቡ መከልከል፤ ትምህርት እንዳይጀመር ተማሪዎችን፣ መምህራንን በማስፈራራት፣ ስለት ነገሮችን ግቢ ውስጥ ይዘው በመገኘት"" ጥረት አድርገዋል https://t.co/JcJSUCifd1"
115,1213176337353056257,negative,"እወድሽ ነበረ ዛሬስ ጠላሁሽ
 እንደ ሰፌድ ቆሎ ያም ያም ዘገነሽ፧
ወይ ጉድ"
116,1212980002087751681,negative,@NatnaelMekonne7 @TakeleUma ታብሌት ኮምፒውተሮቹ በሥጦታ የተገኙ ናቸው ወይሥ በህዝቡ ገንዘብ የተገዙ?የከተማ አሥተዳደሩ በጀት ይዞለት ነበር?ወይሥ ወዘፈቀደ ከንቲባ? አንተሥ እየደገፍክ ነው ወይሥ ዜና እያሠራጨኽ?
117,1212728990672334848,positive,
118,1201235152124436480,positive,@Abione_Bekele መልካም አርጋ ነው የተጫወተችው
119,1212270879926882305,negative,
120,1201521729010581509,mixed,"ስንት ሰው በከንቱ አለመኖር ሰመኝ
እድሜ ያንቺ ፍቅር ለሚያለመልመኝ
እኔ ግን ደህና ነኝ
 
ኑረዲን ኢሳ"
121,1212354737514958848,positive,😇😇😇 ሁል ጊዜ በጌታ ደስ ይበላችሁ.. https://t.co/8BuuoSuXJM
